Category,Subclass,Index,QuestionType,AnswerType,Question,Answer
human,other ball sports,8,TR,closed,"What score did the athlete get?
(a) 10 points.
(b) 6-9 points.
(c) 1-5 points.
(d) 0 points.",(b)
human,other ball sports,9,TC,open,How many athletes touched the rugby ball in total in the video?,4 players
human,other ball sports,10,AD,closed,"Which description of the video is correct?
(a) The ball finally entered the net.
(b) The ball finally landed on the ground but did not enter the net.
(c) The athlete in white threw the ball and caught it by themself.
(d) The athlete in red finally caught the ball.",(d)
human,other ball sports,11,TC,closed,"How many saves did the athlete in red make in total, and what were the outcomes?
(a) 2; successful save, then failed save.
(b) 2; failed save, then successful save.
(c) 3; successful save, successful save, then failed save.
(d) 3; successful save, then failed save, then failed save.",(c)
human,other ball sports,12,TC,open,"How many save attempts did the athlete make in total, and how many of them were successful?",4 saves; 3 successful
human,other ball sports,13,AD,closed,"Which ball did the cue ball hit first?
(a) Orange ball.
(b) Green ball.
(c) Blue ball.
(d) Black ball.",(a)
human,other ball sports,14,AD,closed,"Which description of the video is correct?
(a) The penalty taker hit the field hockey ball into the goal without it being touched by the defender.
(b) The penalty taker hit the field hockey ball out of bounds and did not score.
(c) The penalty taker hit the field hockey ball, but it was saved by the defender and no goal was scored.
(d) The penalty taker hit the field hockey ball, and although it was touched by the defender, it still went into the goal.",(b)
human,other ball sports,15,AD,closed,"Which description of the video is correct?
(a) The penalty taker hit the field hockey ball into the goal without it being touched by the defender.
(b) The penalty taker hit the field hockey ball out of bounds and did not score.
(c) The penalty taker hit the field hockey ball, but it was saved by the defender and no goal was scored.
(d) The penalty taker hit the field hockey ball, and although it was touched by the defender, it still went into the goal.",(a)
human,other ball sports,16,TC,open,How many times did the athlete hit the table tennis ball in total?,8 times
human,other ball sports,17,TC,open,How many times did the athlete hit the table tennis ball in total?,6 times
human,other ball sports,18,TC,open,How many times did the athlete hit the table tennis ball in total?,3 times
human,other ball sports,19,TC,open,How many times did the athlete hit the table tennis ball in total?,5 times
human,other ball sports,20,TC,open,How many times did the athlete hit the tennis ball in total?,3 times
human,other ball sports,21,TC,open,How many times did the athlete hit the tennis ball in total?,6 times
human,other ball sports,22,TC,open,How many times did both athletes hit the shuttlecock in total during this rally?,11 times
human,other ball sports,23,TC,open,How many times did both athletes hit the shuttlecock in total during this rally?,10 times
human,other ball sports,24,TR,closed,"What was the result of this rally, and why?
(a) The athlete in black scored; the athlete in white hit the shuttlecock out.
(b) The athlete in black scored; the athlete in white failed to hit the shuttlecock back to the opponent's side.
(c) The athlete in white scored; the athlete in black hit the shuttlecock out.
(d) The athlete in white scored; the athlete in black failed to hit the shuttlecock back to the opponent's side.",(b)
human,other ball sports,25,TC,open,How many times did both athletes hit the shuttlecock in total during this rally?,16 times
human,other ball sports,26,TR,closed,"What was the result of this rally, and why?
(a) The athlete in black-and-white scored; the athlete in blue hit the shuttlecock out.
(b) The athlete in black-and-white scored; the athlete in blue failed to hit the shuttlecock back to the opponent's side.
(c) The athlete in blue scored; the athlete in black-and-white hit the shuttlecock out.
(d) The athlete in blue scored; the athlete in black-and-white failed to hit the shuttlecock back to the opponent's side.",(b)
human,other ball sports,27,TC,open,How many times did the athlete in blue hit the shuttlecock during this rally?,14 times
human,other ball sports,28,TC,open,How many times did the athlete in black hit the shuttlecock with a backhand during the video?,1 time
human,other ball sports,29,TC,open,How many times did the athlete hit the table tennis ball in total?,6 times
human,other ball sports,30,TC,open,How many pucks were successfully hit into the goal in the video?,0
human,other ball sports,31,TR,closed,"What was the result of this rally, and why?
(a) The athlete in red scored; the athlete in purple hit the shuttlecock out.
(b) The athlete in red scored; the athlete in purple failed to hit the shuttlecock back to the opponent's side.
(c) The athlete in purple scored; the athlete in red hit the shuttlecock out.
(d) The athlete in purple scored; the athlete in red failed to hit the shuttlecock back to the opponent's side.",(b)
human,other ball sports,32,TC,open,How many times did the athlete in purple hit the shuttlecock with a backhand during the video?,4 times
human,other ball sports,33,TC,open,How many times did both athletes hit the shuttlecock in total during this rally?,22 times
human,other ball sports,34,TR,closed,"Which description of the video is correct?
(a) The player in black-and-white hit the shuttlecock 5 times in this rally.
(b) The player in white hit the shuttlecock 3 times in this rally.
(c) At the end of the video, the player in black-and-white likely chose not to hit the shuttlecock because they judged the opponent's shot would land out of bounds.
(d) The player in black-and-white hit the shuttlecock with a backhand once in this rally.",(c)
human,other ball sports,35,AD,closed,"Which description of the video is incorrect?
(a) The player in black-and-white hit the shuttlecock 8 times in this rally.
(b) The player in blue hit the shuttlecock 8 times in this rally.
(c) At the end of the video, the player in black likely chose not to hit the shuttlecock because the opponent's shot was too fast to react to.
(d) The player in black hit the shuttlecock with a backhand 4 times in this rally.",(c)
human,other ball sports,36,TC,open,How many times did both athletes hit the tennis ball in total during the video?,5 times
human,other ball sports,37,TC,open,How many times did the athlete in black-and-red successfully hit the tennis ball into the opponent's court during this rally?,9 times
human,soccer,1,TC,open,"In the video, how many players wearing yellow jerseys touched the soccer ball in total?",2 players
human,soccer,2,TR,closed,"At the 4-second mark of the video, which tactical objective best explains why the ball moved toward the left half of the field?
(a) Tackle and clearance.
(b) Through pass.
(c) Tackle and shot.
(d) Passing to organize an attack.",(a)
human,soccer,3,AD,open,Which foot did the player use to kick the ball?,Left foot
human,soccer,4,TC,open,How many players touched the ball in the video?,3 players
human,soccer,5,AD,closed,"From the shooter's perspective, which part of the goal did he kick the ball toward and score?
(a) Upper left.
(b) Lower left.
(c) Upper right.
(d) Lower right.",(b)
human,soccer,6,TR,closed,"At the end of the video, which team gained possession, and why?
(a) Colombia; a Brazil player went out of bounds.
(b) Colombia; a Brazil player pulled a Colombia player and committed a foul.
(c) Brazil; a Colombia player went out of bounds.
(d) Brazil; a Colombia player was offside.",(a)
human,soccer,7,AD,closed,"At the end of the video, which team's player touched the ball last?
(a) Colombia team.
(b) Brazil team.",(b)
human,soccer,8,AD,closed,"During the battle for possession between Brazil No. 5 and Colombia No. 2, which description is correct?
(a) Brazil No. 5 uses his head to touch the ball.
(b) Colombia No. 2 uses his head to touch the ball.
(c) Brazil No. 5 traps the ball with his foot.
(d) Colombia No. 2 traps the ball with his foot.",(a)
human,soccer,9,AD,closed,"After the player in the yellow jersey takes the kickoff at the start of the video, which team's player touches the ball first, and with which body part?
(a) White team; head.
(b) White team; chest.
(c) Yellow team; head.
(d) Yellow team; chest.",(a)
human,soccer,10,TC,open,"If a successful pass is defined as a pass that reaches a teammate successfully, how many successful passes did the team in white complete in the video?",5 times
human,soccer,11,AD,closed,"At the end of the video, which player received the ball kicked by White jersey No. 2?
(a) White jersey No. 7.
(b) Blue jersey No. 1.
(c) White jersey No. 23.
(d) Yellow jersey No. 4.",(b)
human,soccer,12,AD,closed,"At the start of the video, which player was the first to touch the soccer ball sent out by the blue-and-yellow goalkeeper?
(a) White jersey No. 6.
(b) White jersey No. 4.
(c) White jersey No. 7.
(d) Yellow jersey No. 9.",(d)
human,soccer,13,TC,open,How many players from the team in yellow jerseys touched the soccer ball in the video?,3 players
human,soccer,14,AD,closed,"At the end of the video, which foot did White jersey No. 20 use to score?
(a) Left foot.
(b) Right foot.",(a)
human,soccer,15,AD,open,"When White jersey No. 4 touched the ball for the first time in the video, which body part did he use?",Head
